Country,Food,Year,Import
Solomon Islands,Miscellaneous edible preparations,2011,4979
Solomon Islands,Miscellaneous edible preparations,2012,8517
Solomon Islands,Miscellaneous edible preparations,2013,6321
Solomon Islands,Miscellaneous edible preparations,2014,6454
Solomon Islands,Miscellaneous edible preparations,2015,8756
Solomon Islands,Miscellaneous edible preparations,2016,6649
Solomon Islands,Miscellaneous edible preparations,2017,7123
Solomon Islands,Miscellaneous edible preparations,2018,5581
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1995,4
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1996,288
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1997,0
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1998,4
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1999,8
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2001,68
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2003,72
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2004,35
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2005,16
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2006,40
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2007,1223
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2008,4
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2009,105
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2010,8
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2011,423
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2012,885
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2013,783
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2014,316
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2015,1957
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2016,1781
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2017,2273
Solomon Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2018,3204
Solomon Islands,Sugars and sugar confectionery,1995,5647
Solomon Islands,Sugars and sugar confectionery,1996,10901
Solomon Islands,Sugars and sugar confectionery,1997,11354
Solomon Islands,Sugars and sugar confectionery,1998,12752
Solomon Islands,Sugars and sugar confectionery,1999,12960
Solomon Islands,Sugars and sugar confectionery,2000,10006
Solomon Islands,Sugars and sugar confectionery,2001,11228
Solomon Islands,Sugars and sugar confectionery,2002,12821
Solomon Islands,Sugars and sugar confectionery,2003,10190
Solomon Islands,Sugars and sugar confectionery,2004,9960
Solomon Islands,Sugars and sugar confectionery,2005,10516
Solomon Islands,Sugars and sugar confectionery,2006,12737
Solomon Islands,Sugars and sugar confectionery,2007,21047
Solomon Islands,Sugars and sugar confectionery,2008,27296
Solomon Islands,Sugars and sugar confectionery,2009,20833
Solomon Islands,Sugars and sugar confectionery,2010,24326
Solomon Islands,Sugars and sugar confectionery,2011,25829
Solomon Islands,Sugars and sugar confectionery,2012,22852
Solomon Islands,Sugars and sugar confectionery,2013,24797
Solomon Islands,Sugars and sugar confectionery,2014,33574
Solomon Islands,Sugars and sugar confectionery,2015,32656
Solomon Islands,Sugars and sugar confectionery,2016,32652
Solomon Islands,Sugars and sugar confectionery,2017,36265
Solomon Islands,Sugars and sugar confectionery,2018,40081
Solomon Islands,Tobacco and manufactured tobacco substitutes,1995,1114
Solomon Islands,Tobacco and manufactured tobacco substitutes,1996,952
Solomon Islands,Tobacco and manufactured tobacco substitutes,1997,1178
Solomon Islands,Tobacco and manufactured tobacco substitutes,1998,760
Solomon Islands,Tobacco and manufactured tobacco substitutes,1999,629
Solomon Islands,Tobacco and manufactured tobacco substitutes,2000,751
Solomon Islands,Tobacco and manufactured tobacco substitutes,2001,1619
Solomon Islands,Tobacco and manufactured tobacco substitutes,2002,599
Solomon Islands,Tobacco and manufactured tobacco substitutes,2003,595
Solomon Islands,Tobacco and manufactured tobacco substitutes,2004,989
Solomon Islands,Tobacco and manufactured tobacco substitutes,2005,581
Solomon Islands,Tobacco and manufactured tobacco substitutes,2006,1384
Solomon Islands,Tobacco and manufactured tobacco substitutes,2007,1506
Solomon Islands,Tobacco and manufactured tobacco substitutes,2008,1170
Solomon Islands,Tobacco and manufactured tobacco substitutes,2009,1212
Solomon Islands,Tobacco and manufactured tobacco substitutes,2010,892
Solomon Islands,Tobacco and manufactured tobacco substitutes,2011,1450
Solomon Islands,Tobacco and manufactured tobacco substitutes,2012,708
Solomon Islands,Tobacco and manufactured tobacco substitutes,2013,29
Solomon Islands,Tobacco and manufactured tobacco substitutes,2014,41
Solomon Islands,Tobacco and manufactured tobacco substitutes,2015,1338
Solomon Islands,Tobacco and manufactured tobacco substitutes,2016,2252
Solomon Islands,Tobacco and manufactured tobacco substitutes,2017,2468
Solomon Islands,Tobacco and manufactured tobacco substitutes,2018,2274
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",1995,416
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",1996,615
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",1997,422
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",1998,466
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",1999,323
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2000,573
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2001,510
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2002,902
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2003,531
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2004,177
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2005,395
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2006,523
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2007,1234
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2008,2100
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2009,1959
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2010,2107
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2011,5478
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2012,2190
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2013,4782
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2014,4868
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2015,4478
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2016,4068
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2017,4470
Solomon Islands,"Vegetable, fruit, nut, etc food preparations",2018,6989
Tokelau,"Animal,vegetable fats and oils, cleavage products, et",2001,320
Tokelau,"Animal,vegetable fats and oils, cleavage products, et",2003,28
Tokelau,"Animal,vegetable fats and oils, cleavage products, et",2004,570
Tokelau,"Animal,vegetable fats and oils, cleavage products, et",2005,470
Tokelau,"Animal,vegetable fats and oils, cleavage products, et",2006,69
Tokelau,"Animal,vegetable fats and oils, cleavage products, et",2007,2
Tokelau,"Animal,vegetable fats and oils, cleavage products, et",2008,53
Tokelau,"Animal,vegetable fats and oils, cleavage products, et",2012,0
Tokelau,"Animal,vegetable fats and oils, cleavage products, et",2015,160
Tokelau,"Animal,vegetable fats and oils, cleavage products, et",2017,10
Tokelau,"Animal,vegetable fats and oils, cleavage products, et",2018,65
Tokelau,"Beverages, spirits and vinegar",1996,200
Tokelau,"Beverages, spirits and vinegar",2001,402
Tokelau,"Beverages, spirits and vinegar",2002,350
Tokelau,"Beverages, spirits and vinegar",2003,430
Tokelau,"Beverages, spirits and vinegar",2004,823
Tokelau,"Beverages, spirits and vinegar",2005,534
Tokelau,"Beverages, spirits and vinegar",2006,406
Tokelau,"Beverages, spirits and vinegar",2007,488
Tokelau,"Beverages, spirits and vinegar",2008,160
Tokelau,"Beverages, spirits and vinegar",2009,65
Tokelau,"Beverages, spirits and vinegar",2010,26
Tokelau,"Beverages, spirits and vinegar",2011,228
Tokelau,"Beverages, spirits and vinegar",2012,114
Tokelau,"Beverages, spirits and vinegar",2013,1565
Tokelau,"Beverages, spirits and vinegar",2014,155
Tokelau,"Beverages, spirits and vinegar",2015,200
Tokelau,"Beverages, spirits and vinegar",2016,1240
Tokelau,"Beverages, spirits and vinegar",2017,934
Tokelau,"Beverages, spirits and vinegar",2018,1325
Tokelau,"Cereal, flour, starch, milk preparations and products",1997,9
Tokelau,"Cereal, flour, starch, milk preparations and products",2001,144
Tokelau,"Cereal, flour, starch, milk preparations and products",2002,90
Tokelau,"Cereal, flour, starch, milk preparations and products",2003,143
Tokelau,"Cereal, flour, starch, milk preparations and products",2004,100
Tokelau,"Cereal, flour, starch, milk preparations and products",2005,70
Tokelau,"Cereal, flour, starch, milk preparations and products",2006,55
Tokelau,"Cereal, flour, starch, milk preparations and products",2007,129
Tokelau,"Cereal, flour, starch, milk preparations and products",2008,0
Tokelau,"Cereal, flour, starch, milk preparations and products",2012,0
Tokelau,"Cereal, flour, starch, milk preparations and products",2013,86
Tokelau,"Cereal, flour, starch, milk preparations and products",2015,80
Tokelau,"Cereal, flour, starch, milk preparations and products",2016,115
Tokelau,"Cereal, flour, starch, milk preparations and products",2017,165
Tokelau,"Cereal, flour, starch, milk preparations and products",2018,475
Tokelau,Cereals,2001,15
Tokelau,Cereals,2002,280
Tokelau,Cereals,2003,405
Tokelau,Cereals,2004,435
Tokelau,Cereals,2005,375
Tokelau,Cereals,2006,710
Tokelau,Cereals,2007,240
Tokelau,Cereals,2008,99
Tokelau,Cereals,2009,22
Tokelau,Cereals,2012,0
Tokelau,Cereals,2013,360
Tokelau,Cereals,2014,15
Tokelau,Cereals,2017,180
Tokelau,Cereals,2018,385
Tokelau,Cocoa and cocoa preparations,2001,5
Tokelau,Cocoa and cocoa preparations,2002,0
Tokelau,Cocoa and cocoa preparations,2003,0
Tokelau,Cocoa and cocoa preparations,2004,20
Tokelau,Cocoa and cocoa preparations,2005,69
Tokelau,Cocoa and cocoa preparations,2006,5
Tokelau,Cocoa and cocoa preparations,2007,0
Tokelau,Cocoa and cocoa preparations,2009,60
Tokelau,Cocoa and cocoa preparations,2010,4
Tokelau,Cocoa and cocoa preparations,2011,60
Tokelau,Cocoa and cocoa preparations,2012,0
Tokelau,Cocoa and cocoa preparations,2013,0
Tokelau,Cocoa and cocoa preparations,2014,0
Tokelau,Cocoa and cocoa preparations,2015,15
Tokelau,Cocoa and cocoa preparations,2017,25
Tokelau,Cocoa and cocoa preparations,2018,34
Tokelau,"Coffee, tea, mate and spices",2001,3
Tokelau,"Coffee, tea, mate and spices",2002,0
Tokelau,"Coffee, tea, mate and spices",2008,4
Tokelau,"Coffee, tea, mate and spices",2013,10
Tokelau,"Coffee, tea, mate and spices",2015,0
Tokelau,"Coffee, tea, mate and spices",2018,32
Tokelau,"Dairy products, eggs, honey, edible animal product nes",1997,12
Tokelau,"Dairy products, eggs, honey, edible animal product nes",2001,116
Tokelau,"Dairy products, eggs, honey, edible animal product nes",2002,80
Tokelau,"Dairy products, eggs, honey, edible animal product nes",2003,124
Tokelau,"Dairy products, eggs, honey, edible animal product nes",2004,114
Tokelau,"Dairy products, eggs, honey, edible animal product nes",2005,105
Tokelau,"Dairy products, eggs, honey, edible animal product nes",2006,120
Tokelau,"Dairy products, eggs, honey, edible animal product nes",2007,149
Tokelau,"Dairy products, eggs, honey, edible animal product nes",2008,26
Tokelau,"Dairy products, eggs, honey, edible animal product nes",2009,40
Tokelau,"Dairy products, eggs, honey, edible animal product nes",2011,0
Tokelau,"Dairy products, eggs, honey, edible animal product nes",2012,0
Tokelau,"Dairy products, eggs, honey, edible animal product nes",2013,66
Tokelau,"Dairy products, eggs, honey, edible animal product nes",2015,14
Tokelau,"Dairy products, eggs, honey, edible animal product nes",2017,125
Tokelau,"Dairy products, eggs, honey, edible animal product nes",2018,151
Tokelau,"Edible fruit, nuts, peel of citrus fruit, melons",1998,16
Tokelau,"Edible fruit, nuts, peel of citrus fruit, melons",2001,55
Tokelau,"Edible fruit, nuts, peel of citrus fruit, melons",2002,45
Tokelau,"Edible fruit, nuts, peel of citrus fruit, melons",2003,93
Tokelau,"Edible fruit, nuts, peel of citrus fruit, melons",2004,30
Tokelau,"Edible fruit, nuts, peel of citrus fruit, melons",2005,35
Tokelau,"Edible fruit, nuts, peel of citrus fruit, melons",2006,112
Tokelau,"Edible fruit, nuts, peel of citrus fruit, melons",2007,20
Tokelau,"Edible fruit, nuts, peel of citrus fruit, melons",2010,72
Tokelau,"Edible fruit, nuts, peel of citrus fruit, melons",2012,100
Tokelau,"Edible fruit, nuts, peel of citrus fruit, melons",2013,12
Tokelau,"Edible fruit, nuts, peel of citrus fruit, melons",2015,90
Tokelau,"Edible fruit, nuts, peel of citrus fruit, melons",2016,10
Tokelau,"Edible fruit, nuts, peel of citrus fruit, melons",2017,70
Tokelau,"Edible fruit, nuts, peel of citrus fruit, melons",2018,95
Tokelau,Edible vegetables and certain roots and tubers,1997,0
Tokelau,Edible vegetables and certain roots and tubers,2001,115
Tokelau,Edible vegetables and certain roots and tubers,2002,147
Tokelau,Edible vegetables and certain roots and tubers,2003,155
Tokelau,Edible vegetables and certain roots and tubers,2004,125
Tokelau,Edible vegetables and certain roots and tubers,2005,95
Tokelau,Edible vegetables and certain roots and tubers,2006,120
Tokelau,Edible vegetables and certain roots and tubers,2007,115
Tokelau,Edible vegetables and certain roots and tubers,2012,25
Tokelau,Edible vegetables and certain roots and tubers,2013,45
Tokelau,Edible vegetables and certain roots and tubers,2016,5
Tokelau,Edible vegetables and certain roots and tubers,2017,280
Tokelau,Edible vegetables and certain roots and tubers,2018,215
Tokelau,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2000,0
Tokelau,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2001,8
Tokelau,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2003,196
Tokelau,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2005,4
Tokelau,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2008,141
Tokelau,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2013,5
Tokelau,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2017,0
Tokelau,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2018,0
Tokelau,Meat and edible meat offal,2000,0
Tokelau,Meat and edible meat offal,2001,165
Tokelau,Meat and edible meat offal,2002,250
Tokelau,Meat and edible meat offal,2003,310
Tokelau,Meat and edible meat offal,2004,280
Tokelau,Meat and edible meat offal,2005,190
Tokelau,Meat and edible meat offal,2006,275
Tokelau,Meat and edible meat offal,2007,265
Tokelau,Meat and edible meat offal,2008,16
Tokelau,Meat and edible meat offal,2009,0
Tokelau,Meat and edible meat offal,2012,24
Tokelau,Meat and edible meat offal,2013,100
Tokelau,Meat and edible meat offal,2015,175
Tokelau,Meat and edible meat offal,2016,130
Tokelau,Meat and edible meat offal,2017,515
Tokelau,Meat and edible meat offal,2018,185
Tokelau,"Meat, fish and seafood food preparations nes",1998,0
Tokelau,"Meat, fish and seafood food preparations nes",2001,150
