Country,Food,Year,Export
Tonga,"Coffee, tea, mate and spices",1999,244
Tonga,"Coffee, tea, mate and spices",2000,197
Tonga,"Coffee, tea, mate and spices",2001,114
Tonga,"Coffee, tea, mate and spices",2002,57
Tonga,"Coffee, tea, mate and spices",2003,152
Tonga,"Coffee, tea, mate and spices",2004,22
Tonga,"Coffee, tea, mate and spices",2005,32
Tonga,"Coffee, tea, mate and spices",2006,1
Tonga,"Coffee, tea, mate and spices",2007,38
Tonga,"Coffee, tea, mate and spices",2008,86
Tonga,"Coffee, tea, mate and spices",2009,48
Tonga,"Coffee, tea, mate and spices",2010,185
Tonga,"Coffee, tea, mate and spices",2011,80
Tonga,"Coffee, tea, mate and spices",2012,4
Tonga,"Coffee, tea, mate and spices",2013,137
Tonga,"Coffee, tea, mate and spices",2014,16
Tonga,"Coffee, tea, mate and spices",2015,12
Tonga,"Coffee, tea, mate and spices",2016,16
Tonga,"Coffee, tea, mate and spices",2017,9
Tonga,"Coffee, tea, mate and spices",2018,21
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",1995,2815
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",1996,3907
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",1997,4856
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",1998,4989
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",1999,2310
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2000,2904
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2001,4312
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2002,480
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2003,723
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2004,1014
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2005,1819
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2006,1241
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2007,1572
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2008,3074
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2009,1563
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2010,1803
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2011,3216
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2012,5001
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2013,7806
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2014,7525
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2015,6515
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2016,5667
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2017,4854
Tonga,"Edible fruit, nuts, peel of citrus fruit, melons",2018,1988
Tonga,Edible vegetables and certain roots and tubers,1995,34642
Tonga,Edible vegetables and certain roots and tubers,1996,53245
Tonga,Edible vegetables and certain roots and tubers,1997,52314
Tonga,Edible vegetables and certain roots and tubers,1998,31816
Tonga,Edible vegetables and certain roots and tubers,1999,74260
Tonga,Edible vegetables and certain roots and tubers,2000,59674
Tonga,Edible vegetables and certain roots and tubers,2001,69427
Tonga,Edible vegetables and certain roots and tubers,2002,82449
Tonga,Edible vegetables and certain roots and tubers,2003,93054
Tonga,Edible vegetables and certain roots and tubers,2004,65215
Tonga,Edible vegetables and certain roots and tubers,2005,60349
Tonga,Edible vegetables and certain roots and tubers,2006,48660
Tonga,Edible vegetables and certain roots and tubers,2007,32082
Tonga,Edible vegetables and certain roots and tubers,2008,14358
Tonga,Edible vegetables and certain roots and tubers,2009,12374
Tonga,Edible vegetables and certain roots and tubers,2010,12317
Tonga,Edible vegetables and certain roots and tubers,2011,24191
Tonga,Edible vegetables and certain roots and tubers,2012,20244
Tonga,Edible vegetables and certain roots and tubers,2013,26475
Tonga,Edible vegetables and certain roots and tubers,2014,26097
Tonga,Edible vegetables and certain roots and tubers,2015,21012
Tonga,Edible vegetables and certain roots and tubers,2016,25974
Tonga,Edible vegetables and certain roots and tubers,2017,29822
Tonga,Edible vegetables and certain roots and tubers,2018,15479
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1995,1058
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1996,1019
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1997,779
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1998,725
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1999,725
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2000,1029
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2001,1460
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2002,1587
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2003,1930
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2004,1393
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2005,1234
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2006,951
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2007,1137
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2008,1667
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2009,1784
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2010,2244
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2011,1897
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2012,1496
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2013,961
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2014,2243
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2015,770
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2016,735
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2017,660
Tonga,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2018,490
Tonga,Meat and edible meat offal,2008,0
Tonga,"Meat, fish and seafood food preparations nes",1995,12
Tonga,"Meat, fish and seafood food preparations nes",1996,25
Tonga,"Meat, fish and seafood food preparations nes",1997,17
Tonga,"Meat, fish and seafood food preparations nes",2001,0
Tonga,"Meat, fish and seafood food preparations nes",2002,0
Tonga,"Meat, fish and seafood food preparations nes",2008,28
Tonga,"Meat, fish and seafood food preparations nes",2009,4
Tonga,"Meat, fish and seafood food preparations nes",2010,14
Tonga,"Meat, fish and seafood food preparations nes",2011,0
Tonga,"Meat, fish and seafood food preparations nes",2012,24
Tonga,"Meat, fish and seafood food preparations nes",2014,4
Tonga,"Meat, fish and seafood food preparations nes",2017,16
Tonga,"Meat, fish and seafood food preparations nes",2018,25
Tonga,"Milling products, malt, starches, inulin, wheat glute",1995,0
Tonga,"Milling products, malt, starches, inulin, wheat glute",1996,4
Tonga,"Milling products, malt, starches, inulin, wheat glute",1997,79
Tonga,"Milling products, malt, starches, inulin, wheat glute",1998,8
Tonga,"Milling products, malt, starches, inulin, wheat glute",2000,8
Tonga,"Milling products, malt, starches, inulin, wheat glute",2001,4
Tonga,"Milling products, malt, starches, inulin, wheat glute",2002,0
Tonga,"Milling products, malt, starches, inulin, wheat glute",2003,0
Tonga,"Milling products, malt, starches, inulin, wheat glute",2005,4
Tonga,"Milling products, malt, starches, inulin, wheat glute",2007,4
Tonga,"Milling products, malt, starches, inulin, wheat glute",2009,0
Tonga,"Milling products, malt, starches, inulin, wheat glute",2010,48
Tonga,"Milling products, malt, starches, inulin, wheat glute",2014,64
Tonga,"Milling products, malt, starches, inulin, wheat glute",2015,612
Tonga,"Milling products, malt, starches, inulin, wheat glute",2016,620
Tonga,"Milling products, malt, starches, inulin, wheat glute",2017,292
Tonga,"Milling products, malt, starches, inulin, wheat glute",2018,257
Tonga,Miscellaneous edible preparations,1997,4
Tonga,Miscellaneous edible preparations,2001,0
Tonga,Miscellaneous edible preparations,2002,0
Tonga,Miscellaneous edible preparations,2006,1
Tonga,Miscellaneous edible preparations,2008,0
Tonga,Miscellaneous edible preparations,2009,20
Tonga,Miscellaneous edible preparations,2010,136
Tonga,Miscellaneous edible preparations,2011,52
Tonga,Miscellaneous edible preparations,2012,20
Tonga,Miscellaneous edible preparations,2013,76
Tonga,Miscellaneous edible preparations,2014,81
Tonga,Miscellaneous edible preparations,2016,16
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1995,0
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1996,56
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1997,3317
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1998,1761
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1999,472
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2000,511
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2001,1147
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2002,1178
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2003,805
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2004,5428
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2005,2349
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2006,1403
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2007,618
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2008,258
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2009,221
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2010,281
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2011,1030
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2012,1831
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2013,962
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2014,705
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2015,354
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2016,80
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2017,0
Tonga,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2018,32
Tonga,Tobacco and manufactured tobacco substitutes,1997,0
Tonga,Tobacco and manufactured tobacco substitutes,1998,12
Tonga,Tobacco and manufactured tobacco substitutes,1999,72
Tonga,Tobacco and manufactured tobacco substitutes,2006,28
Tonga,Tobacco and manufactured tobacco substitutes,2007,25
Tonga,Tobacco and manufactured tobacco substitutes,2008,3
Tonga,Tobacco and manufactured tobacco substitutes,2009,0
Tonga,Tobacco and manufactured tobacco substitutes,2011,0
Tonga,Tobacco and manufactured tobacco substitutes,2012,1
Tonga,Tobacco and manufactured tobacco substitutes,2014,0
Tonga,"Vegetable, fruit, nut, etc food preparations",1995,68
Tonga,"Vegetable, fruit, nut, etc food preparations",1996,77
Tonga,"Vegetable, fruit, nut, etc food preparations",1997,40
Tonga,"Vegetable, fruit, nut, etc food preparations",1998,32
Tonga,"Vegetable, fruit, nut, etc food preparations",2000,20
Tonga,"Vegetable, fruit, nut, etc food preparations",2002,0
Tonga,"Vegetable, fruit, nut, etc food preparations",2003,76
Tonga,"Vegetable, fruit, nut, etc food preparations",2004,905
Tonga,"Vegetable, fruit, nut, etc food preparations",2005,431
Tonga,"Vegetable, fruit, nut, etc food preparations",2006,684
Tonga,"Vegetable, fruit, nut, etc food preparations",2007,144
Tonga,"Vegetable, fruit, nut, etc food preparations",2008,263
Tonga,"Vegetable, fruit, nut, etc food preparations",2009,81
Tonga,"Vegetable, fruit, nut, etc food preparations",2010,138
Tonga,"Vegetable, fruit, nut, etc food preparations",2011,241
Tonga,"Vegetable, fruit, nut, etc food preparations",2012,76
Tonga,"Vegetable, fruit, nut, etc food preparations",2013,252
Tonga,"Vegetable, fruit, nut, etc food preparations",2014,80
Tonga,"Vegetable, fruit, nut, etc food preparations",2015,217
Tonga,"Vegetable, fruit, nut, etc food preparations",2016,204
Tonga,"Vegetable, fruit, nut, etc food preparations",2017,6440
Tonga,"Vegetable, fruit, nut, etc food preparations",2018,9381
Tuvalu,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1996,0
Tuvalu,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1997,10
Tuvalu,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1998,0
Tuvalu,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2001,2
Tuvalu,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2002,15
Tuvalu,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2004,0
Tuvalu,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2005,0
Tuvalu,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2010,25
Tuvalu,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2011,81
Tuvalu,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2012,519
Tuvalu,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2013,140
Tuvalu,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2014,48
Tuvalu,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2015,331
Tuvalu,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2016,24
Tuvalu,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2017,16
Tuvalu,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2018,8
Tuvalu,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2002,535
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2000,4815
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2001,16508
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2002,41132
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2003,13574
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2004,54797
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2005,56761
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2006,10755
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2007,32914
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2008,41124
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2009,12534
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2010,57629
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2011,72785
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2012,1069
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2013,8288
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2014,2595
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2015,2271
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2016,2585
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2017,10172
Vanuatu,"Animal,vegetable fats and oils, cleavage products, et",2018,4892
Vanuatu,"Beverages, spirits and vinegar",1999,0
Vanuatu,"Beverages, spirits and vinegar",2003,0
Vanuatu,"Beverages, spirits and vinegar",2007,0
Vanuatu,"Beverages, spirits and vinegar",2010,468
Vanuatu,"Beverages, spirits and vinegar",2011,299
Vanuatu,"Beverages, spirits and vinegar",2013,191
Vanuatu,"Beverages, spirits and vinegar",2014,110
Vanuatu,"Beverages, spirits and vinegar",2015,95
Vanuatu,"Beverages, spirits and vinegar",2017,64
Vanuatu,"Beverages, spirits and vinegar",2018,52
Vanuatu,"Cereal, flour, starch, milk preparations and products",1998,4
Vanuatu,"Cereal, flour, starch, milk preparations and products",2002,4
Vanuatu,"Cereal, flour, starch, milk preparations and products",2004,0
Vanuatu,"Cereal, flour, starch, milk preparations and products",2009,0
Vanuatu,"Cereal, flour, starch, milk preparations and products",2014,0
Vanuatu,"Cereal, flour, starch, milk preparations and products",2015,25
Vanuatu,"Cereal, flour, starch, milk preparations and products",2016,5
Vanuatu,"Cereal, flour, starch, milk preparations and products",2018,3
Vanuatu,Cocoa and cocoa preparations,1995,3670
Vanuatu,Cocoa and cocoa preparations,1996,5382
Vanuatu,Cocoa and cocoa preparations,1997,4464
Vanuatu,Cocoa and cocoa preparations,1998,4353
Vanuatu,Cocoa and cocoa preparations,1999,7104
Vanuatu,Cocoa and cocoa preparations,2000,9309
Vanuatu,Cocoa and cocoa preparations,2001,2498
Vanuatu,Cocoa and cocoa preparations,2002,7199
Vanuatu,Cocoa and cocoa preparations,2003,7890
Vanuatu,Cocoa and cocoa preparations,2004,4597
Vanuatu,Cocoa and cocoa preparations,2005,4326
Vanuatu,Cocoa and cocoa preparations,2006,7235
Vanuatu,Cocoa and cocoa preparations,2007,4997
Vanuatu,Cocoa and cocoa preparations,2008,4260
